question_id,topic_1,topic_2,topic_3,topic_4,number,question_type,difficulty,mc_answer,fr_min,fr_max,mfr_1,mfr_2,mfr_3,mfr_4,mfr_5,section_id,book_test_id,section_number,subject,
703,46,64,17,0,17,multiple_choice,3,A,,,,,,,,34,5,2,M,
704,3,63,0,0,18,multiple_choice,5,A,,,,,,,,34,5,2,M,
705,4,38,0,0,19,multiple_choice,5,C,,,,,,,,34,5,2,M,
706,48,44,0,0,2,multiple_choice,1,B,,,,,,,,34,5,2,M,
707,15,0,0,0,20,multiple_choice,5,C,,,,,,,,34,5,2,M,
708,18,0,0,0,3,multiple_choice,1,B,,,,,,,,34,5,2,M,
709,21,17,13,0,4,multiple_choice,1,D,,,,,,,,34,5,2,M,
710,48,15,0,0,5,multiple_choice,1,E,,,,,,,,34,5,2,M,
711,19,0,0,0,6,multiple_choice,1,E,,,,,,,,34,5,2,M,
712,63,0,0,0,7,multiple_choice,3,C,,,,,,,,34,5,2,M,
713,63,0,0,0,8,multiple_choice,3,A,,,,,,,,34,5,2,M,
714,48,2,19,0,9,multiple_choice,3,A,,,,,,,,34,5,2,M,
715,22,0,0,0,10,multiple_choice,3,B,,,,,,,,35,5,3,CR,
716,22,0,0,0,11,multiple_choice,1,A,,,,,,,,35,5,3,CR,
717,22,0,0,0,12,multiple_choice,3,E,,,,,,,,35,5,3,CR,
718,22,0,0,0,13,multiple_choice,3,B,,,,,,,,35,5,3,CR,
719,10,0,0,0,14,multiple_choice,3,C,,,,,,,,35,5,3,CR,
720,22,0,0,0,15,multiple_choice,5,B,,,,,,,,35,5,3,CR,
721,22,0,0,0,16,multiple_choice,1,D,,,,,,,,35,5,3,CR,
722,22,0,0,0,17,multiple_choice,1,E,,,,,,,,35,5,3,CR,
723,22,0,0,0,18,multiple_choice,1,C,,,,,,,,35,5,3,CR,
724,53,0,0,0,19,multiple_choice,3,C,,,,,,,,35,5,3,CR,
725,62,0,0,0,20,multiple_choice,1,C,,,,,,,,35,5,3,CR,
726,22,0,0,0,21,multiple_choice,3,B,,,,,,,,35,5,3,CR,
727,10,0,0,0,22,multiple_choice,3,D,,,,,,,,35,5,3,CR,
728,55,0,0,0,23,multiple_choice,5,E,,,,,,,,35,5,3,CR,
729,22,0,0,0,24,multiple_choice,3,A,,,,,,,,35,5,3,CR,
730,55,0,0,0,6,multiple_choice,3,B,,,,,,,,35,5,3,CR,
731,22,0,0,0,7,multiple_choice,3,E,,,,,,,,35,5,3,CR,
732,22,0,0,0,8,multiple_choice,5,C,,,,,,,,35,5,3,CR,
733,22,0,0,0,9,multiple_choice,3,B,,,,,,,,35,5,3,CR,
734,61,0,0,0,1,multiple_choice,1,D,,,,,,,,35,5,3,CR,
735,61,0,0,0,2,multiple_choice,1,D,,,,,,,,35,5,3,CR,
736,61,0,0,0,3,multiple_choice,3,C,,,,,,,,35,5,3,CR,
737,61,0,0,0,4,multiple_choice,3,C,,,,,,,,35,5,3,CR,
738,61,0,0,0,5,multiple_choice,5,A,,,,,,,,35,5,3,CR,
739,48,0,0,0,1,multiple_choice,1,A,,,,,,,,36,5,4,M,
740,48,1,0,0,10,free_response,1,,13,13,,,,,,36,5,4,M,
741,48,2,0,0,11,free_response,3,,135,135,,,,,,36,5,4,M,
742,25,0,0,0,12,free_response,3,,45,45,,,,,,36,5,4,M,
743,48,17,0,0,13,free_response,3,,28,28,,,,,,36,5,4,M,
744,48,38,2,19,14,free_response,3,,70,70,,,,,,36,5,4,M,
745,15,0,0,0,15,free_response,3,,0.466,0.467,,,,,,36,5,4,M,
746,63,15,0,0,16,free_response,5,,3,3,,,,,,36,5,4,M,
747,13,30,0,0,17,free_response,5,,0.444,0.444,,,,,,36,5,4,M,
748,64,0,0,0,18,multi_free_response,5,,,,2,18,,,,36,5,4,M,
749,20,0,0,0,2,multiple_choice,1,C,,,,,,,,36,5,4,M,
750,23,0,0,0,3,multiple_choice,1,D,,,,,,,,36,5,4,M,
751,15,0,0,0,4,multiple_choice,1,D,,,,,,,,36,5,4,M,
752,64,48,38,0,5,multiple_choice,3,E,,,,,,,,36,5,4,M,
753,63,13,0,0,6,multiple_choice,5,D,,,,,,,,36,5,4,M,
754,42,0,0,0,7,multiple_choice,3,E,,,,,,,,36,5,4,M,
755,64,17,0,0,8,multiple_choice,5,C,,,,,,,,36,5,4,M,
756,48,0,0,0,9,free_response,1,,7,7,,,,,,36,5,4,M,
757,16,60,0,0,1,multiple_choice,1,C,,,,,,,,37,5,6,W,
758,36,0,0,0,10,multiple_choice,3,D,,,,,,,,37,5,6,W,
759,51,0,0,0,11,multiple_choice,5,B,,,,,,,,37,5,6,W,
760,16,59,0,0,12,multiple_choice,1,A,,,,,,,,37,5,6,W,
761,31,0,0,0,13,multiple_choice,1,B,,,,,,,,37,5,6,W,
762,36,0,0,0,14,multiple_choice,1,A,,,,,,,,37,5,6,W,
763,59,0,0,0,15,multiple_choice,1,D,,,,,,,,37,5,6,W,
764,60,0,0,0,16,multiple_choice,1,A,,,,,,,,37,5,6,W,
765,6,0,0,0,17,multiple_choice,1,D,,,,,,,,37,5,6,W,
766,40,0,0,0,18,multiple_choice,1,D,,,,,,,,37,5,6,W,
767,52,0,0,0,19,multiple_choice,1,B,,,,,,,,37,5,6,W,
768,59,0,0,0,2,multiple_choice,1,D,,,,,,,,37,5,6,W,
769,51,0,0,0,20,multiple_choice,1,C,,,,,,,,37,5,6,W,
770,33,0,0,0,21,multiple_choice,3,B,,,,,,,,37,5,6,W,
771,59,0,0,0,22,multiple_choice,3,B,,,,,,,,37,5,6,W,
772,28,0,0,0,23,multiple_choice,3,E,,,,,,,,37,5,6,W,
773,8,0,0,0,24,multiple_choice,3,D,,,,,,,,37,5,6,W,
774,6,0,0,0,25,multiple_choice,3,C,,,,,,,,37,5,6,W,
775,52,0,0,0,26,multiple_choice,3,B,,,,,,,,37,5,6,W,
776,5,0,0,0,27,multiple_choice,3,D,,,,,,,,37,5,6,W,
777,51,0,0,0,28,multiple_choice,5,A,,,,,,,,37,5,6,W,
778,28,0,0,0,29,multiple_choice,5,E,,,,,,,,37,5,6,W,
779,52,0,0,0,3,multiple_choice,3,C,,,,,,,,37,5,6,W,
780,32,0,0,0,30,multiple_choice,3,A,,,,,,,,37,5,6,W,
781,32,0,0,0,31,multiple_choice,1,A,,,,,,,,37,5,6,W,
782,32,0,0,0,32,multiple_choice,1,D,,,,,,,,37,5,6,W,
783,32,0,0,0,33,multiple_choice,3,E,,,,,,,,37,5,6,W,
784,32,0,0,0,34,multiple_choice,3,B,,,,,,,,37,5,6,W,
785,32,0,0,0,35,multiple_choice,1,C,,,,,,,,37,5,6,W,
786,59,36,16,0,4,multiple_choice,3,E,,,,,,,,37,5,6,W,
787,59,16,0,0,5,multiple_choice,3,D,,,,,,,,37,5,6,W,
788,59,0,0,0,6,multiple_choice,3,D,,,,,,,,37,5,6,W,
789,28,0,0,0,7,multiple_choice,3,A,,,,,,,,37,5,6,W,
790,8,0,0,0,8,multiple_choice,3,C,,,,,,,,37,5,6,W,
791,59,16,0,0,9,multiple_choice,3,E,,,,,,,,37,5,6,W,
792,10,0,0,0,10,multiple_choice,3,A,,,,,,,,38,5,7,CR,
793,22,0,0,0,11,multiple_choice,5,D,,,,,,,,38,5,7,CR,
794,10,0,0,0,12,multiple_choice,3,C,,,,,,,,38,5,7,CR,
795,53,0,0,0,13,multiple_choice,1,C,,,,,,,,38,5,7,CR,
796,10,0,0,0,14,multiple_choice,1,A,,,,,,,,38,5,7,CR,
797,22,0,0,0,15,multiple_choice,3,C,,,,,,,,38,5,7,CR,
798,22,0,0,0,16,multiple_choice,3,E,,,,,,,,38,5,7,CR,
799,62,0,0,0,17,multiple_choice,3,B,,,,,,,,38,5,7,CR,
800,22,0,0,0,18,multiple_choice,3,A,,,,,,,,38,5,7,CR,
801,22,0,0,0,19,multiple_choice,3,E,,,,,,,,38,5,7,CR,
802,10,0,0,0,20,multiple_choice,1,B,,,,,,,,38,5,7,CR,
803,22,0,0,0,21,multiple_choice,3,E,,,,,,,,38,5,7,CR,
804,10,0,0,0,22,multiple_choice,3,B,,,,,,,,38,5,7,CR,
805,22,0,0,0,23,multiple_choice,1,E,,,,,,,,38,5,7,CR,
806,22,0,0,0,24,multiple_choice,3,C,,,,,,,,38,5,7,CR,
807,22,0,0,0,9,multiple_choice,1,D,,,,,,,,38,5,7,CR,
808,61,0,0,0,1,multiple_choice,1,E,,,,,,,,38,5,7,CR,
809,61,0,0,0,2,multiple_choice,1,E,,,,,,,,38,5,7,CR,
810,61,0,0,0,3,multiple_choice,1,C,,,,,,,,38,5,7,CR,
811,61,0,0,0,4,multiple_choice,1,A,,,,,,,,38,5,7,CR,
812,61,0,0,0,5,multiple_choice,3,A,,,,,,,,38,5,7,CR,
813,61,0,0,0,6,multiple_choice,5,C,,,,,,,,38,5,7,CR,
814,61,0,0,0,7,multiple_choice,3,B,,,,,,,,38,5,7,CR,
815,61,0,0,0,8,multiple_choice,5,C,,,,,,,,38,5,7,CR,
816,37,0,0,0,1,multiple_choice,1,B,,,,,,,,39,5,8,M,
817,4,47,0,0,10,multiple_choice,3,B,,,,,,,,39,5,8,M,
818,58,0,0,0,11,multiple_choice,3,A,,,,,,,,39,5,8,M,
819,63,15,0,0,12,multiple_choice,3,B,,,,,,,,39,5,8,M,
820,37,0,0,0,13,multiple_choice,3,C,,,,,,,,39,5,8,M,
821,21,13,0,0,14,multiple_choice,3,E,,,,,,,,39,5,8,M,
822,23,17,0,0,15,multiple_choice,5,A,,,,,,,,39,5,8,M,
823,49,48,0,0,16,multiple_choice,5,E,,,,,,,,39,5,8,M,
824,13,48,0,0,2,multiple_choice,1,B,,,,,,,,39,5,8,M,
825,15,0,0,0,3,multiple_choice,1,A,,,,,,,,39,5,8,M,
826,2,0,0,0,4,multiple_choice,1,C,,,,,,,,39,5,8,M,
827,23,0,0,0,5,multiple_choice,1,D,,,,,,,,39,5,8,M,
828,17,48,64,0,6,multiple_choice,3,B,,,,,,,,39,5,8,M,
829,13,48,0,0,7,multiple_choice,3,A,,,,,,,,39,5,8,M,
830,64,4,0,0,8,multiple_choice,3,E,,,,,,,,39,5,8,M,
831,21,1,0,0,9,multiple_choice,3,D,,,,,,,,39,5,8,M,
832,22,0,0,0,10,multiple_choice,3,A,,,,,,,,40,5,9,CR,
833,55,0,0,0,11,multiple_choice,3,D,,,,,,,,40,5,9,CR,
834,62,0,0,0,12,multiple_choice,5,B,,,,,,,,40,5,9,CR,
835,22,0,0,0,13,multiple_choice,3,E,,,,,,,,40,5,9,CR,
836,22,0,0,0,14,multiple_choice,3,C,,,,,,,,40,5,9,CR,
837,10,0,0,0,15,multiple_choice,3,C,,,,,,,,40,5,9,CR,
838,10,0,0,0,16,multiple_choice,3,A,,,,,,,,40,5,9,CR,
839,10,0,0,0,17,multiple_choice,1,D,,,,,,,,40,5,9,CR,
840,22,0,0,0,18,multiple_choice,1,D,,,,,,,,40,5,9,CR,
841,22,0,0,0,19,multiple_choice,3,E,,,,,,,,40,5,9,CR,
842,53,0,0,0,7,multiple_choice,3,D,,,,,,,,40,5,9,CR,
843,22,0,0,0,8,multiple_choice,3,C,,,,,,,,40,5,9,CR,
844,22,0,0,0,9,multiple_choice,3,A,,,,,,,,40,5,9,CR,
845,61,0,0,0,1,multiple_choice,1,B,,,,,,,,40,5,9,CR,
846,61,0,0,0,2,multiple_choice,1,B,,,,,,,,40,5,9,CR,
847,61,0,0,0,3,multiple_choice,3,D,,,,,,,,40,5,9,CR,
848,61,0,0,0,4,multiple_choice,3,C,,,,,,,,40,5,9,CR,
849,61,0,0,0,5,multiple_choice,5,C,,,,,,,,40,5,9,CR,
850,61,0,0,0,6,multiple_choice,5,A,,,,,,,,40,5,9,CR,
851,40,0,0,0,1,multiple_choice,1,E,,,,,,,,41,6,10,W,
852,51,0,0,0,10,multiple_choice,3,C,,,,,,,,41,6,10,W,
853,6,0,0,0,11,multiple_choice,1,E,,,,,,,,41,6,10,W,
854,43,0,0,0,12,multiple_choice,3,D,,,,,,,,41,6,10,W,
855,43,51,0,0,13,multiple_choice,3,D,,,,,,,,41,6,10,W,
856,5,0,0,0,14,multiple_choice,3,E,,,,,,,,41,6,10,W,
857,5,0,0,0,2,multiple_choice,1,B,,,,,,,,41,6,10,W,
858,16,59,0,0,3,multiple_choice,1,D,,,,,,,,41,6,10,W,
859,36,0,0,0,4,multiple_choice,1,B,,,,,,,,41,6,10,W,
860,31,0,0,0,5,multiple_choice,1,D,,,,,,,,41,6,10,W,
861,28,0,0,0,6,multiple_choice,1,A,,,,,,,,41,6,10,W,
862,8,0,0,0,7,multiple_choice,3,B,,,,,,,,41,6,10,W,
863,31,0,0,0,8,multiple_choice,3,E,,,,,,,,41,6,10,W,
864,60,0,0,0,9,multiple_choice,3,B,,,,,,,,41,6,10,W,
865,48,0,0,0,1,multiple_choice,1,C,,,,,,,,42,6,2,M,
866,63,0,0,0,10,multiple_choice,3,E,,,,,,,,42,6,2,M,
867,24,0,0,0,11,multiple_choice,3,B,,,,,,,,42,6,2,M,
868,47,0,0,0,12,multiple_choice,3,D,,,,,,,,42,6,2,M,
869,13,13,21,0,13,multiple_choice,3,E,,,,,,,,42,6,2,M,
870,25,46,0,0,14,multiple_choice,3,C,,,,,,,,42,6,2,M,
871,48,0,0,0,15,multiple_choice,3,A,,,,,,,,42,6,2,M,
872,4,0,0,0,16,multiple_choice,3,B,,,,,,,,42,6,2,M,
873,17,56,0,0,17,multiple_choice,3,C,,,,,,,,42,6,2,M,
874,48,38,2,19,18,multiple_choice,5,B,,,,,,,,42,6,2,M,
875,63,15,0,0,19,multiple_choice,5,A,,,,,,,,42,6,2,M,
876,30,0,0,0,2,multiple_choice,1,D,,,,,,,,42,6,2,M,
877,58,0,0,0,20,multiple_choice,5,E,,,,,,,,42,6,2,M,
878,63,0,0,0,3,multiple_choice,1,C,,,,,,,,42,6,2,M,
879,23,0,0,0,4,multiple_choice,1,A,,,,,,,,42,6,2,M,
880,3,23,0,0,5,multiple_choice,1,C,,,,,,,,42,6,2,M,
881,1,30,0,0,6,multiple_choice,3,D,,,,,,,,42,6,2,M,
882,48,15,0,0,7,multiple_choice,1,B,,,,,,,,42,6,2,M,
883,64,0,0,0,8,multiple_choice,3,A,,,,,,,,42,6,2,M,
884,17,0,0,0,9,multiple_choice,3,A,,,,,,,,42,6,2,M,
885,62,0,0,0,10,multiple_choice,1,B,,,,,,,,43,6,3,CR,
886,10,0,0,0,11,multiple_choice,3,C,,,,,,,,43,6,3,CR,
887,10,0,0,0,12,multiple_choice,1,A,,,,,,,,43,6,3,CR,
888,22,0,0,0,13,multiple_choice,3,D,,,,,,,,43,6,3,CR,
889,22,0,0,0,14,multiple_choice,3,C,,,,,,,,43,6,3,CR,
890,53,0,0,0,15,multiple_choice,1,D,,,,,,,,43,6,3,CR,
891,12,0,0,0,16,multiple_choice,3,A,,,,,,,,43,6,3,CR,
892,10,0,0,0,17,multiple_choice,5,B,,,,,,,,43,6,3,CR,
893,22,0,0,0,18,multiple_choice,3,E,,,,,,,,43,6,3,CR,
894,22,0,0,0,19,multiple_choice,3,D,,,,,,,,43,6,3,CR,
895,22,0,0,0,20,multiple_choice,3,D,,,,,,,,43,6,3,CR,
896,10,0,0,0,21,multiple_choice,3,D,,,,,,,,43,6,3,CR,
897,62,0,0,0,22,multiple_choice,3,A,,,,,,,,43,6,3,CR,
898,62,0,0,0,23,multiple_choice,1,E,,,,,,,,43,6,3,CR,
899,22,0,0,0,24,multiple_choice,3,B,,,,,,,,43,6,3,CR,
900,55,0,0,0,6,multiple_choice,3,C,,,,,,,,43,6,3,CR,
901,12,0,0,0,7,multiple_choice,5,D,,,,,,,,43,6,3,CR,
902,10,0,0,0,8,multiple_choice,5,A,,,,,,,,43,6,3,CR,
903,22,0,0,0,9,multiple_choice,5,D,,,,,,,,43,6,3,CR,
904,61,0,0,0,1,multiple_choice,3,D,,,,,,,,43,6,3,CR,
905,61,0,0,0,2,multiple_choice,3,A,,,,,,,,43,6,3,CR,
906,61,0,0,0,3,multiple_choice,3,B,,,,,,,,43,6,3,CR,
907,61,0,0,0,4,multiple_choice,3,A,,,,,,,,43,6,3,CR,
908,61,0,0,0,5,multiple_choice,5,A,,,,,,,,43,6,3,CR,
909,48,0,0,0,1,multiple_choice,1,E,,,,,,,,44,6,4,M,
910,15,0,0,0,10,free_response,1,,30,30,,,,,,44,6,4,M,
911,37,15,0,0,11,multi_free_response,3,,,,8,10,12,,,44,6,4,M,
912,48,49,0,0,12,free_response,3,,3400,3400,,,,,,44,6,4,M,
913,48,54,0,0,13,free_response,3,,450,450,,,,,,44,6,4,M,
914,48,0,0,0,14,free_response,3,,0.5,0.5,,,,,,44,6,4,M,
915,64,4,0,0,15,free_response,3,,12,12,,,,,,44,6,4,M,
916,23,0,0,0,16,free_response,3,,0.454,0.455,,,,,,44,6,4,M,
917,20,0,0,0,17,free_response,5,,8,8,,,,,,44,6,4,M,
918,49,64,17,0,18,free_response,5,,16,16,,,,,,44,6,4,M,
919,24,0,0,0,2,multiple_choice,1,A,,,,,,,,44,6,4,M,
920,3,0,0,0,3,multiple_choice,1,B,,,,,,,,44,6,4,M,
921,37,0,0,0,4,multiple_choice,3,E,,,,,,,,44,6,4,M,
922,2,4,38,0,5,multiple_choice,3,D,,,,,,,,44,6,4,M,
923,37,0,0,0,6,multiple_choice,3,A,,,,,,,,44,6,4,M,
924,48,15,38,63,7,multiple_choice,3,B,,,,,,,,44,6,4,M,
925,48,13,0,0,8,multiple_choice,5,B,,,,,,,,44,6,4,M,
926,14,0,0,0,9,free_response,3,,990,990,,,,,,44,6,4,M,
927,52,0,0,0,1,multiple_choice,1,D,,,,,,,,45,6,6,W,
928,26,0,0,0,10,multiple_choice,3,D,,,,,,,,45,6,6,W,
929,28,0,0,0,11,multiple_choice,1,A,,,,,,,,45,6,6,W,
930,8,0,0,0,12,multiple_choice,1,D,,,,,,,,45,6,6,W,
931,28,0,0,0,13,multiple_choice,1,E,,,,,,,,45,6,6,W,
932,5,0,0,0,14,multiple_choice,1,D,,,,,,,,45,6,6,W,
933,36,0,0,0,15,multiple_choice,3,C,,,,,,,,45,6,6,W,
934,28,0,0,0,16,multiple_choice,1,E,,,,,,,,45,6,6,W,
935,8,0,0,0,17,multiple_choice,1,C,,,,,,,,45,6,6,W,
936,31,0,0,0,18,multiple_choice,1,B,,,,,,,,45,6,6,W,
937,59,0,0,0,19,multiple_choice,1,A,,,,,,,,45,6,6,W,
938,31,0,0,0,2,multiple_choice,1,C,,,,,,,,45,6,6,W,
939,51,0,0,0,20,multiple_choice,1,B,,,,,,,,45,6,6,W,
940,8,0,0,0,21,multiple_choice,3,C,,,,,,,,45,6,6,W,
941,7,0,0,0,22,multiple_choice,3,B,,,,,,,,45,6,6,W,
942,28,0,0,0,23,multiple_choice,1,E,,,,,,,,45,6,6,W,
943,52,0,0,0,24,multiple_choice,3,A,,,,,,,,45,6,6,W,
944,8,0,0,0,25,multiple_choice,3,C,,,,,,,,45,6,6,W,
945,52,0,0,0,26,multiple_choice,3,C,,,,,,,,45,6,6,W,
946,50,0,0,0,27,multiple_choice,1,A,,,,,,,,45,6,6,W,
947,27,0,0,0,28,multiple_choice,3,D,,,,,,,,45,6,6,W,
948,52,0,0,0,29,multiple_choice,3,A,,,,,,,,45,6,6,W,
949,59,0,0,0,3,multiple_choice,3,B,,,,,,,,45,6,6,W,
950,32,0,0,0,30,multiple_choice,3,B,,,,,,,,45,6,6,W,
951,32,0,0,0,31,multiple_choice,1,E,,,,,,,,45,6,6,W,
952,32,0,0,0,32,multiple_choice,3,D,,,,,,,,45,6,6,W,
953,32,0,0,0,33,multiple_choice,1,B,,,,,,,,45,6,6,W,
954,32,0,0,0,34,multiple_choice,3,B,,,,,,,,45,6,6,W,
955,32,0,0,0,35,multiple_choice,3,A,,,,,,,,45,6,6,W,
956,50,0,0,0,4,multiple_choice,3,B,,,,,,,,45,6,6,W,
957,8,0,0,0,5,multiple_choice,1,C,,,,,,,,45,6,6,W,
958,59,0,0,0,6,multiple_choice,1,D,,,,,,,,45,6,6,W,
959,31,0,0,0,7,multiple_choice,3,D,,,,,,,,45,6,6,W,
960,51,0,0,0,8,multiple_choice,3,E,,,,,,,,45,6,6,W,
961,28,0,0,0,9,multiple_choice,3,A,,,,,,,,45,6,6,W,
962,55,0,0,0,10,multiple_choice,3,D,,,,,,,,46,6,7,CR,
963,22,0,0,0,11,multiple_choice,3,B,,,,,,,,46,6,7,CR,
964,55,0,0,0,12,multiple_choice,1,D,,,,,,,,46,6,7,CR,
965,62,0,0,0,13,multiple_choice,3,E,,,,,,,,46,6,7,CR,
966,10,0,0,0,14,multiple_choice,3,C,,,,,,,,46,6,7,CR,
967,62,0,0,0,15,multiple_choice,3,D,,,,,,,,46,6,7,CR,
968,22,0,0,0,16,multiple_choice,5,D,,,,,,,,46,6,7,CR,
969,12,0,0,0,17,multiple_choice,3,B,,,,,,,,46,6,7,CR,
970,22,0,0,0,18,multiple_choice,3,C,,,,,,,,46,6,7,CR,
971,22,0,0,0,19,multiple_choice,5,B,,,,,,,,46,6,7,CR,
972,55,0,0,0,20,multiple_choice,3,B,,,,,,,,46,6,7,CR,
973,22,0,0,0,21,multiple_choice,5,D,,,,,,,,46,6,7,CR,
974,22,0,0,0,22,multiple_choice,5,E,,,,,,,,46,6,7,CR,
975,22,0,0,0,23,multiple_choice,3,A,,,,,,,,46,6,7,CR,
976,10,0,0,0,24,multiple_choice,3,E,,,,,,,,46,6,7,CR,
977,22,0,0,0,9,multiple_choice,1,C,,,,,,,,46,6,7,CR,
978,61,0,0,0,1,multiple_choice,1,D,,,,,,,,46,6,7,CR,
979,61,0,0,0,2,multiple_choice,1,E,,,,,,,,46,6,7,CR,
980,61,0,0,0,3,multiple_choice,3,B,,,,,,,,46,6,7,CR,
981,61,0,0,0,4,multiple_choice,3,C,,,,,,,,46,6,7,CR,
982,61,0,0,0,5,multiple_choice,3,E,,,,,,,,46,6,7,CR,
983,61,0,0,0,6,multiple_choice,3,B,,,,,,,,46,6,7,CR,
984,61,0,0,0,7,multiple_choice,3,C,,,,,,,,46,6,7,CR,
985,61,0,0,0,8,multiple_choice,3,A,,,,,,,,46,6,7,CR,
986,48,0,0,0,1,multiple_choice,1,D,,,,,,,,47,6,8,M,
987,11,0,0,0,10,multiple_choice,3,B,,,,,,,,47,6,8,M,
988,3,0,0,0,11,multiple_choice,3,D,,,,,,,,47,6,8,M,
989,49,0,0,0,12,multiple_choice,3,D,,,,,,,,47,6,8,M,
990,17,64,0,0,13,multiple_choice,3,B,,,,,,,,47,6,8,M,
991,21,0,0,0,14,multiple_choice,5,E,,,,,,,,47,6,8,M,
992,2,63,0,0,15,multiple_choice,5,B,,,,,,,,47,6,8,M,
993,44,63,15,0,16,multiple_choice,5,C,,,,,,,,47,6,8,M,
994,18,0,0,0,2,multiple_choice,1,D,,,,,,,,47,6,8,M,
995,63,0,0,0,3,multiple_choice,1,B,,,,,,,,47,6,8,M,
996,42,0,0,0,4,multiple_choice,1,E,,,,,,,,47,6,8,M,
997,48,15,0,0,5,multiple_choice,1,A,,,,,,,,47,6,8,M,
998,48,2,19,0,6,multiple_choice,1,A,,,,,,,,47,6,8,M,
999,64,17,0,0,7,multiple_choice,3,C,,,,,,,,47,6,8,M,
1000,17,0,0,0,8,multiple_choice,3,E,,,,,,,,47,6,8,M,
1001,13,37,0,0,9,multiple_choice,3,E,,,,,,,,47,6,8,M,
1002,22,0,0,0,10,multiple_choice,3,D,,,,,,,,48,6,9,CR,
1003,22,0,0,0,11,multiple_choice,3,B,,,,,,,,48,6,9,CR,
1004,62,0,0,0,12,multiple_choice,1,C,,,,,,,,48,6,9,CR,
1005,22,0,0,0,13,multiple_choice,3,A,,,,,,,,48,6,9,CR,
1006,10,0,0,0,14,multiple_choice,3,E,,,,,,,,48,6,9,CR,
1007,22,0,0,0,15,multiple_choice,3,C,,,,,,,,48,6,9,CR,
1008,22,0,0,0,16,multiple_choice,3,B,,,,,,,,48,6,9,CR,
1009,10,0,0,0,17,multiple_choice,3,E,,,,,,,,48,6,9,CR,
1010,53,0,0,0,18,multiple_choice,3,A,,,,,,,,48,6,9,CR,
1011,10,0,0,0,19,multiple_choice,3,D,,,,,,,,48,6,9,CR,
1012,53,0,0,0,7,multiple_choice,1,D,,,,,,,,48,6,9,CR,
1013,62,0,0,0,8,multiple_choice,3,E,,,,,,,,48,6,9,CR,
1014,22,0,0,0,9,multiple_choice,3,D,,,,,,,,48,6,9,CR,
1015,61,0,0,0,1,multiple_choice,1,B,,,,,,,,48,6,9,CR,
1016,61,0,0,0,2,multiple_choice,1,A,,,,,,,,48,6,9,CR,
1017,61,0,0,0,3,multiple_choice,3,E,,,,,,,,48,6,9,CR,
1018,61,0,0,0,4,multiple_choice,3,C,,,,,,,,48,6,9,CR,
1019,61,0,0,0,5,multiple_choice,5,E,,,,,,,,48,6,9,CR,
1020,61,0,0,0,6,multiple_choice,5,E,,,,,,,,48,6,9,CR,
1021,26,0,0,0,1,multiple_choice,1,B,,,,,,,,49,7,10,W,
1022,31,0,0,0,10,multiple_choice,3,E,,,,,,,,49,7,10,W,
1023,31,0,0,0,11,multiple_choice,3,E,,,,,,,,49,7,10,W,
1024,28,0,0,0,12,multiple_choice,3,A,,,,,,,,49,7,10,W,
1025,5,0,0,0,13,multiple_choice,3,E,,,,,,,,49,7,10,W,
1026,8,0,0,0,14,multiple_choice,3,D,,,,,,,,49,7,10,W,
1027,59,0,0,0,2,multiple_choice,1,B,,,,,,,,49,7,10,W,
1028,36,0,0,0,3,multiple_choice,3,C,,,,,,,,49,7,10,W,
1029,36,0,0,0,4,multiple_choice,3,D,,,,,,,,49,7,10,W,
1030,51,0,0,0,5,multiple_choice,3,B,,,,,,,,49,7,10,W,
1031,36,0,0,0,6,multiple_choice,3,B,,,,,,,,49,7,10,W,
1032,28,0,0,0,7,multiple_choice,3,A,,,,,,,,49,7,10,W,
1033,6,0,0,0,8,multiple_choice,3,D,,,,,,,,49,7,10,W,
1034,57,0,0,0,9,multiple_choice,3,B,,,,,,,,49,7,10,W,
1035,22,0,0,0,10,multiple_choice,1,A,,,,,,,,50,7,2,CR,
1036,10,0,0,0,11,multiple_choice,3,E,,,,,,,,50,7,2,CR,
1037,22,0,0,0,12,multiple_choice,3,B,,,,,,,,50,7,2,CR,
1038,10,0,0,0,13,multiple_choice,1,C,,,,,,,,50,7,2,CR,
1039,62,0,0,0,14,multiple_choice,3,D,,,,,,,,50,7,2,CR,
1040,22,0,0,0,15,multiple_choice,1,C,,,,,,,,50,7,2,CR,
1041,10,0,0,0,16,multiple_choice,3,D,,,,,,,,50,7,2,CR,
1042,62,0,0,0,17,multiple_choice,3,C,,,,,,,,50,7,2,CR,
1043,22,0,0,0,18,multiple_choice,3,E,,,,,,,,50,7,2,CR,
1044,10,0,0,0,19,multiple_choice,3,E,,,,,,,,50,7,2,CR,
1045,22,0,0,0,20,multiple_choice,3,D,,,,,,,,50,7,2,CR,
1046,22,0,0,0,21,multiple_choice,3,B,,,,,,,,50,7,2,CR,
1047,22,0,0,0,22,multiple_choice,1,D,,,,,,,,50,7,2,CR,
1048,22,0,0,0,23,multiple_choice,3,E,,,,,,,,50,7,2,CR,
1049,10,0,0,0,24,multiple_choice,3,A,,,,,,,,50,7,2,CR,
1050,22,0,0,0,6,multiple_choice,3,E,,,,,,,,50,7,2,CR,
1051,22,0,0,0,7,multiple_choice,3,D,,,,,,,,50,7,2,CR,
1052,55,0,0,0,8,multiple_choice,3,B,,,,,,,,50,7,2,CR,
1053,10,0,0,0,9,multiple_choice,1,A,,,,,,,,50,7,2,CR,
